record_id,item_id,cargo_id,item_weight,timestamp
200,Item_0,Cargo_2,37,2022-07-01 00:18:53
201,Item_2,Cargo_7,43,2022-07-01 00:19:00
202,Item_2,Cargo_1,43,2022-07-01 00:19:01
203,Item_2,Cargo_9,43,2022-07-01 00:19:09
204,Item_2,Cargo_4,43,2022-07-01 00:19:12
205,Item_2,Cargo_8,43,2022-07-01 00:19:22
206,Item_2,Cargo_4,43,2022-07-01 00:19:23
207,Item_0,Cargo_2,37,2022-07-01 00:19:25
208,Item_2,Cargo_0,43,2022-07-01 00:19:30
209,Item_2,Cargo_7,43,2022-07-01 00:19:31
210,Item_2,Cargo_9,43,2022-07-01 00:19:35
211,Item_0,Cargo_3,37,2022-07-01 00:19:45
212,Item_2,Cargo_8,43,2022-07-01 00:19:55
213,Item_1,Cargo_5,95,2022-07-01 00:20:00
214,Item_2,Cargo_0,43,2022-07-01 00:20:03
215,Item_2,Cargo_4,43,2022-07-01 00:20:09
216,Item_2,Cargo_8,43,2022-07-01 00:20:13
217,Item_2,Cargo_0,43,2022-07-01 00:20:21
218,Item_2,Cargo_8,43,2022-07-01 00:20:22
219,Item_0,Cargo_9,37,2022-07-01 00:20:30
220,Item_2,Cargo_0,43,2022-07-01 00:20:32
221,Item_2,Cargo_0,41,2022-07-01 00:20:40
222,Item_1,Cargo_5,95,2022-07-01 00:20:44
223,Item_2,Cargo_5,41,2022-07-01 00:20:54
224,Item_2,Cargo_0,41,2022-07-01 00:21:00
225,Item_2,Cargo_4,41,2022-07-01 00:21:04
226,Item_2,Cargo_9,41,2022-07-01 00:21:08
227,Item_1,Cargo_7,95,2022-07-01 00:21:18
228,Item_2,Cargo_5,41,2022-07-01 00:21:22
229,Item_2,Cargo_0,41,2022-07-01 00:21:29
230,Item_0,Cargo_1,37,2022-07-01 00:21:34
231,Item_1,Cargo_1,95,2022-07-01 00:21:43
232,Item_0,Cargo_4,37,2022-07-01 00:21:45
233,Item_0,Cargo_9,37,2022-07-01 00:21:51
234,Item_2,Cargo_1,41,2022-07-01 00:21:57
235,Item_0,Cargo_4,37,2022-07-01 00:22:07
236,Item_1,Cargo_4,95,2022-07-01 00:22:12
237,Item_0,Cargo_9,37,2022-07-01 00:22:18
238,Item_0,Cargo_4,37,2022-07-01 00:22:26
239,Item_1,Cargo_4,95,2022-07-01 00:22:34
240,Item_0,Cargo_2,37,2022-07-01 00:22:44
241,Item_2,Cargo_4,41,2022-07-01 00:22:54
242,Item_1,Cargo_7,95,2022-07-01 00:22:58
243,Item_1,Cargo_9,95,2022-07-01 00:22:59
244,Item_2,Cargo_0,41,2022-07-01 00:23:07
245,Item_2,Cargo_0,41,2022-07-01 00:23:11
246,Item_1,Cargo_3,95,2022-07-01 00:23:13
247,Item_1,Cargo_7,95,2022-07-01 00:23:15
248,Item_1,Cargo_9,95,2022-07-01 00:23:19
249,Item_1,Cargo_5,95,2022-07-01 00:23:29
250,Item_0,Cargo_1,37,2022-07-01 00:23:32
251,Item_1,Cargo_7,95,2022-07-01 00:23:38
252,Item_0,Cargo_3,37,2022-07-01 00:23:44
253,Item_0,Cargo_2,37,2022-07-01 00:23:45
254,Item_1,Cargo_7,95,2022-07-01 00:23:54
255,Item_2,Cargo_1,41,2022-07-01 00:24:02
256,Item_2,Cargo_6,41,2022-07-01 00:24:07
257,Item_2,Cargo_7,41,2022-07-01 00:24:14
258,Item_1,Cargo_4,95,2022-07-01 00:24:22
259,Item_1,Cargo_3,95,2022-07-01 00:24:31
260,Item_2,Cargo_6,41,2022-07-01 00:24:37
261,Item_1,Cargo_4,95,2022-07-01 00:24:39
262,Item_0,Cargo_2,37,2022-07-01 00:24:48
263,Item_1,Cargo_3,95,2022-07-01 00:24:54
264,Item_2,Cargo_6,41,2022-07-01 00:25:01
265,Item_2,Cargo_6,41,2022-07-01 00:25:08
266,Item_1,Cargo_9,95,2022-07-01 00:25:10
267,Item_0,Cargo_3,37,2022-07-01 00:25:12
268,Item_1,Cargo_7,95,2022-07-01 00:25:20
269,Item_2,Cargo_7,41,2022-07-01 00:25:27
270,Item_0,Cargo_1,37,2022-07-01 00:25:29
271,Item_2,Cargo_8,41,2022-07-01 00:25:31
272,Item_0,Cargo_7,37,2022-07-01 00:25:34
273,Item_0,Cargo_2,37,2022-07-01 00:25:44
274,Item_2,Cargo_1,41,2022-07-01 00:25:51
275,Item_1,Cargo_9,95,2022-07-01 00:26:00
276,Item_2,Cargo_0,41,2022-07-01 00:26:10
277,Item_2,Cargo_0,41,2022-07-01 00:26:12
278,Item_2,Cargo_1,41,2022-07-01 00:26:21
279,Item_2,Cargo_6,41,2022-07-01 00:26:26
280,Item_2,Cargo_9,41,2022-07-01 00:26:28
281,Item_2,Cargo_0,41,2022-07-01 00:26:34
282,Item_2,Cargo_8,41,2022-07-01 00:26:42
283,Item_1,Cargo_3,95,2022-07-01 00:26:47
284,Item_2,Cargo_8,41,2022-07-01 00:26:54
285,Item_2,Cargo_0,41,2022-07-01 00:26:56
286,Item_1,Cargo_3,95,2022-07-01 00:27:01
287,Item_1,Cargo_3,95,2022-07-01 00:27:11
288,Item_2,Cargo_5,41,2022-07-01 00:27:16
289,Item_1,Cargo_5,95,2022-07-01 00:27:18
290,Item_0,Cargo_1,37,2022-07-01 00:27:22
291,Item_0,Cargo_2,37,2022-07-01 00:27:32
292,Item_0,Cargo_3,37,2022-07-01 00:27:36
293,Item_2,Cargo_5,41,2022-07-01 00:27:41
294,Item_0,Cargo_4,37,2022-07-01 00:27:42
295,Item_0,Cargo_2,37,2022-07-01 00:27:51
296,Item_0,Cargo_3,37,2022-07-01 00:27:55
297,Item_0,Cargo_3,37,2022-07-01 00:27:56
298,Item_2,Cargo_4,41,2022-07-01 00:28:06
299,Item_2,Cargo_6,41,2022-07-01 00:28:10
